"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 2021  To:  Dec 31, 2022",,,,
Ranking by Gender & Year,First Name,Frequency,Gender,Year
1294,Darragh ,2,Boy,2022
1294,Darwin ,2,Boy,2022
1294,Dashiell ,2,Boy,2022
1294,Dau ,2,Boy,2022
1294,Daud,2,Boy,2022
1294,Dave ,2,Boy,2022
1294,Davey,2,Boy,2022
1294,Davian,2,Boy,2022
1294,Dawoud ,2,Boy,2022
1294,Daxson ,2,Boy,2022
1294,Daylin ,2,Boy,2022
1294,Daymian ,2,Boy,2022
1294,Decker ,2,Boy,2022
1294,Demitri ,2,Boy,2022
1294,Deng ,2,Boy,2022
1294,Denis ,2,Boy,2022
1294,Dennis,2,Boy,2022
1294,Devansh,2,Boy,2022
1294,Devin ,2,Boy,2022
1294,Devon ,2,Boy,2022
1294,Dexson ,2,Boy,2022
1294,Dezmond ,2,Boy,2022
1294,Dhairya ,2,Boy,2022
1294,Diesel ,2,Boy,2022
1294,Divyansh,2,Boy,2022
1294,Diyon ,2,Boy,2022
1294,Djibril,2,Boy,2022
1294,Don ,2,Boy,2022
1294,Donald ,2,Boy,2022
1294,Dorian,2,Boy,2022
1294,Draiden ,2,Boy,2022
1294,Drake ,2,Boy,2022
1294,Dryden ,2,Boy,2022
1294,Dusty ,2,Boy,2022
1294,Dwayne ,2,Boy,2022
1294,Ebraheem ,2,Boy,2022
1294,Eddison ,2,Boy,2022
1294,Edgar ,2,Boy,2022
1294,Eesa ,2,Boy,2022
1294,Ehan ,2,Boy,2022
1294,Eiden ,2,Boy,2022
1294,Ekas ,2,Boy,2022
1294,Elia,2,Boy,2022
1294,Eliot ,2,Boy,2022
1294,Elric ,2,Boy,2022
1294,Elroy ,2,Boy,2022
1294,Elwin ,2,Boy,2022
1294,Emad ,2,Boy,2022
1294,Emanuel ,2,Boy,2022
1294,Emeric ,2,Boy,2022
1294,Émile ,2,Boy,2022
1294,Emiliano,2,Boy,2022
1294,Emir ,2,Boy,2022
1294,Ernie ,2,Boy,2022
1294,Eros ,2,Boy,2022
1294,Esa,2,Boy,2022
1294,Esrom ,2,Boy,2022
1294,Étienne ,2,Boy,2022
1294,Evaan ,2,Boy,2022
1294,Everette ,2,Boy,2022
1294,Everitt ,2,Boy,2022
1294,Eyad ,2,Boy,2022
1294,Eyban ,2,Boy,2022
1294,Ezariah ,2,Boy,2022
1294,Ezias ,2,Boy,2022
1294,Fahad,2,Boy,2022
1294,Faisal ,2,Boy,2022
1294,Farid ,2,Boy,2022
1294,Feliks ,2,Boy,2022
1294,Findlay ,2,Boy,2022
1294,Finnan ,2,Boy,2022
1294,Finneas ,2,Boy,2022
1294,Frankie ,2,Boy,2022
1294,Freddie ,2,Boy,2022
1294,Freddy ,2,Boy,2022
1294,Frederic ,2,Boy,2022
1294,Friedrich ,2,Boy,2022
1294,Fuad ,2,Boy,2022
1294,Gabrielle,2,Boy,2022
1294,Galen ,2,Boy,2022
1294,Garth ,2,Boy,2022
1294,Gary ,2,Boy,2022
1294,Gauge ,2,Boy,2022
1294,Geoffrey ,2,Boy,2022
1294,Georgie ,2,Boy,2022
1294,Geronimo ,2,Boy,2022
1294,Gerry ,2,Boy,2022
1294,Gibson ,2,Boy,2022
1294,Gordie ,2,Boy,2022
1294,Graeme,2,Boy,2022
1294,Granger ,2,Boy,2022
1294,Graycen ,2,Boy,2022
1294,Grayden ,2,Boy,2022
1294,Greyden ,2,Boy,2022
1294,Gryffin ,2,Boy,2022
1294,Gurbaksh ,2,Boy,2022
1294,Gurbaz ,2,Boy,2022
1294,Guriq ,2,Boy,2022
1294,Gurmukh ,2,Boy,2022
1294,Gurpartap ,2,Boy,2022
1294,Gurshabad ,2,Boy,2022
1294,Gurshan ,2,Boy,2022
1294,Gursher ,2,Boy,2022
1294,Gurtaj,2,Boy,2022
1294,Gurveer ,2,Boy,2022
1294,Haiden ,2,Boy,2022
1294,Haider ,2,Boy,2022
1294,Hajun,2,Boy,2022
1294,Halston ,2,Boy,2022
1294,Hannan ,2,Boy,2022
1294,Hardy ,2,Boy,2022
1294,Harfateh ,2,Boy,2022
1294,Harniwaz ,2,Boy,2022
1294,Harper ,2,Boy,2022
1294,Harshiv ,2,Boy,2022
1294,Hartegh ,2,Boy,2022
1294,Harvin,2,Boy,2022
1294,Hashim ,2,Boy,2022
1294,Hashir ,2,Boy,2022
1294,Hazen ,2,Boy,2022
1294,Hazim,2,Boy,2022
1294,Henley ,2,Boy,2022
1294,Henok ,2,Boy,2022
1294,Henos,2,Boy,2022
1294,Hesston ,2,Boy,2022
1294,Heston ,2,Boy,2022
1294,Hiram ,2,Boy,2022
1294,Hisham,2,Boy,2022
1294,Holdyn ,2,Boy,2022
1294,Hrihaan,2,Boy,2022
1294,Hudsen ,2,Boy,2022
1294,Husain,2,Boy,2022
1294,Hux ,2,Boy,2022
1294,Huzeyfa ,2,Boy,2022
1294,Hyrum ,2,Boy,2022
1294,Iain ,2,Boy,2022
1294,Idrees ,2,Boy,2022
1294,Ifeanyi ,2,Boy,2022
1294,Iker,2,Boy,2022
1294,Immanuel ,2,Boy,2022
1294,Individual ,2,Boy,2022
1294,Iñigo ,2,Boy,2022
1294,Ira ,2,Boy,2022
1294,Ishan,2,Boy,2022
1294,Isher ,2,Boy,2022
1294,Izaan,2,Boy,2022
1294,Izaiah ,2,Boy,2022
1294,Jabal,2,Boy,2022
1294,Jachike ,2,Boy,2022
1294,Jacoby,2,Boy,2022
1294,Jadon ,2,Boy,2022
1294,Jagteshwar ,2,Boy,2022
1294,Jairus ,2,Boy,2022
1294,Jaivin ,2,Boy,2022
1294,Jamalumchi ,2,Boy,2022
1294,Jamil,2,Boy,2022
1294,Jamison ,2,Boy,2022
1294,Jan ,2,Boy,2022
1294,Japraj ,2,Boy,2022
1294,Jarius ,2,Boy,2022
1294,Jarrett ,2,Boy,2022
1294,Jarvis ,2,Boy,2022
1294,Javen ,2,Boy,2022
1294,Jaxsen ,2,Boy,2022
1294,Jaxyn ,2,Boy,2022
1294,Jayveer ,2,Boy,2022
1294,Jayvin ,2,Boy,2022
1294,Jaze ,2,Boy,2022
1294,Jd ,2,Boy,2022
1294,Jean ,2,Boy,2022
1294,Jeevan,2,Boy,2022
1294,Jenson ,2,Boy,2022
1294,Jerry ,2,Boy,2022
1294,Jessiah ,2,Boy,2022
1294,Jet ,2,Boy,2022
1294,Jiraiya ,2,Boy,2022
1294,Jiyan ,2,Boy,2022
1294,Joachim ,2,Boy,2022
1294,Joas ,2,Boy,2022
1294,Johann ,2,Boy,2022
1294,Johannes ,2,Boy,2022
1294,Jood,2,Boy,2022
1294,Joravar,2,Boy,2022
1294,Joren ,2,Boy,2022
1294,Josef ,2,Boy,2022
1294,Josh ,2,Boy,2022
1294,Josias ,2,Boy,2022
1294,Josue ,2,Boy,2022
1294,Jotham ,2,Boy,2022
1294,Juancho ,2,Boy,2022
1294,Judd ,2,Boy,2022
1294,Kabel,2,Boy,2022
1294,Kadri ,2,Boy,2022
1294,Kage ,2,Boy,2022
1294,Kailen ,2,Boy,2022
1294,Kairav,2,Boy,2022
1294,Kairos ,2,Boy,2022
1294,Kaius ,2,Boy,2022
1294,Kaizer,2,Boy,2022
1294,Kalel ,2,Boy,2022
1294,Kallen ,2,Boy,2022
1294,Kamran,2,Boy,2022
1294,Kanaan ,2,Boy,2022
1294,Karsten ,2,Boy,2022
1294,Kashden ,2,Boy,2022
1294,Kason ,2,Boy,2022
1294,Kavir,2,Boy,2022
1294,Kayde ,2,Boy,2022
1294,Kayze ,2,Boy,2022
1294,Kc ,2,Boy,2022
1294,Keagan ,2,Boy,2022
1294,Keerat ,2,Boy,2022
1294,Keller ,2,Boy,2022
1294,Kellin ,2,Boy,2022
1294,Kelly ,2,Boy,2022
1294,Kelvin ,2,Boy,2022
1294,Kenley ,2,Boy,2022
1294,Kent ,2,Boy,2022
1294,Kentrell ,2,Boy,2022
1294,Keyan ,2,Boy,2022
1294,Khaleel ,2,Boy,2022
1294,Khalil ,2,Boy,2022
1294,Khizer,2,Boy,2022
1294,Kingsley ,2,Boy,2022
1294,Kiseri ,2,Boy,2022
1294,Klaus ,2,Boy,2022
1294,Knoxlee ,2,Boy,2022
1294,Kobi ,2,Boy,2022
1294,Kodie ,2,Boy,2022
1294,Kole ,2,Boy,2022
1294,Kolson ,2,Boy,2022
1294,Kolton ,2,Boy,2022
1294,Kove ,2,Boy,2022
1294,Kris ,2,Boy,2022
1294,Krishav,2,Boy,2022
1294,Krishna,2,Boy,2022
1294,Kruz ,2,Boy,2022
1294,Kwame ,2,Boy,2022
1294,Ky ,2,Boy,2022
1294,Laker ,2,Boy,2022
1294,Landyn ,2,Boy,2022
1294,Langston ,2,Boy,2022
1294,Laurent ,2,Boy,2022
1294,Legend ,2,Boy,2022
1294,Lemmy ,2,Boy,2022
1294,Lennix ,2,Boy,2022
1294,Lenny ,2,Boy,2022
1294,Levin ,2,Boy,2022
1294,Lexin ,2,Boy,2022
1294,Liban ,2,Boy,2022
1294,Lochlann ,2,Boy,2022
1294,Locklin ,2,Boy,2022
1294,Lord ,2,Boy,2022
1294,Louay,2,Boy,2022
1294,Lowen ,2,Boy,2022
1294,Luan ,2,Boy,2022
1294,Lucius ,2,Boy,2022
1294,Lukasz ,2,Boy,2022
1294,Lukian,2,Boy,2022
1294,Lux,2,Boy,2022
1294,Lyle ,2,Boy,2022
1294,Lyndon ,2,Boy,2022
1294,Lyrik ,2,Boy,2022
1294,Maazin ,2,Boy,2022
1294,Mackinnon ,2,Boy,2022
1294,Maclin ,2,Boy,2022
1294,Macsen ,2,Boy,2022
1294,Maddex ,2,Boy,2022
1294,Madhav,2,Boy,2022
1294,Maher ,2,Boy,2022
1294,Mahfuz,2,Boy,2022
1294,Mahmoud ,2,Boy,2022
1294,Majd,2,Boy,2022
1294,Maksim,2,Boy,2022
1294,Malaki ,2,Boy,2022
1294,Malikai ,2,Boy,2022
1294,Maliki ,2,Boy,2022
1294,Mariano ,2,Boy,2022
1294,Marwaan ,2,Boy,2022
1294,Masen ,2,Boy,2022
1294,Masud,2,Boy,2022
1294,Matéo ,2,Boy,2022
1294,Mathayus ,2,Boy,2022
1294,Mathis ,2,Boy,2022
1294,Matias,2,Boy,2022
1294,Matt,2,Boy,2022
1294,Maxime ,2,Boy,2022
1294,Maximiliano,2,Boy,2022
1294,Maximillion ,2,Boy,2022
1294,Maxton ,2,Boy,2022
1294,Maxx ,2,Boy,2022
1294,Maze ,2,Boy,2022
1294,Mccoy ,2,Boy,2022
1294,Merlin ,2,Boy,2022
1294,Merritt ,2,Boy,2022
1294,Messer ,2,Boy,2022
1294,Messiah ,2,Boy,2022
1294,Mian ,2,Boy,2022
1294,Mikhael,2,Boy,2022
1294,Miko ,2,Boy,2022
1294,Milad,2,Boy,2022
1294,Milkias ,2,Boy,2022
1294,Mirza ,2,Boy,2022
1294,Mitchell ,2,Boy,2022
1294,Moera ,2,Boy,2022
1294,Mohkam,2,Boy,2022
1294,Mohsin,2,Boy,2022
1294,Montgomery ,2,Boy,2022
1294,Moosa,2,Boy,2022
1294,Morad ,2,Boy,2022
1294,Morris ,2,Boy,2022
1294,Mouhamed,2,Boy,2022
1294,Muhammed ,2,Boy,2022
1294,Mujtaba ,2,Boy,2022
1294,Murphy ,2,Boy,2022
1294,Murray ,2,Boy,2022
1294,Mylan ,2,Boy,2022
1294,Nabeel,2,Boy,2022
1294,Nadir,2,Boy,2022
1294,Naji,2,Boy,2022
1294,Naman,2,Boy,2022
1294,Nana ,2,Boy,2022
1294,Naod,2,Boy,2022
1294,Narayan,2,Boy,2022
1294,Naunidh ,2,Boy,2022
1294,Navraj ,2,Boy,2022
1294,Nazareth ,2,Boy,2022
1294,Nebi ,2,Boy,2022
1294,Neel ,2,Boy,2022
1294,Nehemiah ,2,Boy,2022
1294,Niall ,2,Boy,2022
1294,Nick ,2,Boy,2022
1294,Nikko ,2,Boy,2022
1294,Nilan,2,Boy,2022
1294,Nishaan ,2,Boy,2022
1294,Nivaan,2,Boy,2022
1294,Nkenna ,2,Boy,2022
1294,Nnanyelugo ,2,Boy,2022
1294,Nobel ,2,Boy,2022
1294,Nooh ,2,Boy,2022
1294,Nova ,2,Boy,2022
1294,Nuh ,2,Boy,2022
1294,Nyjah ,2,Boy,2022
1294,Oaklan ,2,Boy,2022
1294,Oaklin ,2,Boy,2022
1294,Obaida ,2,Boy,2022
1294,Odysseus ,2,Boy,2022
1294,Ojas ,2,Boy,2022
1294,Ole ,2,Boy,2022
1294,Oleksiy ,2,Boy,2022
1294,Olli ,2,Boy,2022
1294,Oluwafolakunmi ,2,Boy,2022
1294,Oluwatamilore ,2,Boy,2022
1294,Omi ,2,Boy,2022
1294,Opemiposi ,2,Boy,2022
1294,Orrin,2,Boy,2022
1294,Oslo ,2,Boy,2022
1294,Oswin ,2,Boy,2022
1294,Othniel,2,Boy,2022
1294,Paras,2,Boy,2022
1294,Parvaan ,2,Boy,2022
1294,Pax ,2,Boy,2022
1294,Peniel ,2,Boy,2022
1294,Petar ,2,Boy,2022
1294,Pethuel ,2,Boy,2022
1294,Petrus ,2,Boy,2022
1294,Peyton ,2,Boy,2022
1294,Phillip ,2,Boy,2022
1294,Pierre ,2,Boy,2022
1294,Pierson ,2,Boy,2022
1294,Prabhgun,2,Boy,2022
1294,Presley ,2,Boy,2022
1294,Primo ,2,Boy,2022
1294,Prithvi ,2,Boy,2022
1294,Quade ,2,Boy,2022
1294,Radek ,2,Boy,2022
1294,Radley ,2,Boy,2022
1294,Rafe ,2,Boy,2022
1294,Raheem ,2,Boy,2022
1294,Railey ,2,Boy,2022
1294,Ramos ,2,Boy,2022
1294,Ramy,2,Boy,2022
1294,Ranbir ,2,Boy,2022
1294,Ravjot,2,Boy,2022
1294,Rayaan,2,Boy,2022
1294,Rayansh,2,Boy,2022
1294,Rayleigh ,2,Boy,2022
1294,Raymon ,2,Boy,2022
1294,Reef ,2,Boy,2022
1294,Reeve ,2,Boy,2022
1294,Reginald ,2,Boy,2022
1294,Rehaan ,2,Boy,2022
1294,Rehan ,2,Boy,2022
1294,Rei ,2,Boy,2022
1294,Renley ,2,Boy,2022
1294,Renner ,2,Boy,2022
1294,Reno ,2,Boy,2022
1294,Reuel ,2,Boy,2022
1294,Revan ,2,Boy,2022
1294,Rhodes ,2,Boy,2022
1294,Rhylan ,2,Boy,2022
1294,Rida,2,Boy,2022
1294,Ridwan ,2,Boy,2022
1294,Riel ,2,Boy,2022
1294,Rihan,2,Boy,2022
1294,Riker ,2,Boy,2022
1294,Ripley ,2,Boy,2022
1294,Rishaan,2,Boy,2022
1294,Riyaan ,2,Boy,2022
1294,Riyan,2,Boy,2022
1294,Roark ,2,Boy,2022
1294,Rodrigo ,2,Boy,2022
1294,Román ,2,Boy,2022
1294,Ron ,2,Boy,2022
1294,Ronak ,2,Boy,2022
1294,Ronnie ,2,Boy,2022
1294,Ross ,2,Boy,2022
1294,Rowdy ,2,Boy,2022
1294,Rowoon,2,Boy,2022
1294,Rudransh,2,Boy,2022
1294,Rueben ,2,Boy,2022
1294,Rumi ,2,Boy,2022
1294,Rustin ,2,Boy,2022
1294,Rye ,2,Boy,2022
1294,Rylee ,2,Boy,2022
1294,Ryo ,2,Boy,2022
1294,Saad,2,Boy,2022
1294,Sabar ,2,Boy,2022
1294,Sabastian ,2,Boy,2022
1294,Sabr,2,Boy,2022
1294,Safwan ,2,Boy,2022
1294,Sahal,2,Boy,2022
1294,Sahibjot ,2,Boy,2022
1294,Sai ,2,Boy,2022
1294,Sajid ,2,Boy,2022
1294,Saleh,2,Boy,2022
1294,Salem ,2,Boy,2022
1294,Samarbir ,2,Boy,2022
1294,Sammy ,2,Boy,2022
1294,Sampson ,2,Boy,2022
1294,Samraj ,2,Boy,2022
1294,Samy,2,Boy,2022
1294,Sarik,2,Boy,2022
1294,Sascha ,2,Boy,2022
1294,Saxon ,2,Boy,2022
1294,Sayan,2,Boy,2022
1294,Sayer ,2,Boy,2022
1294,Saylor ,2,Boy,2022
1294,Seamus ,2,Boy,2022
1294,Sehraj ,2,Boy,2022
1294,Selim,2,Boy,2022
1294,Sergel ,2,Boy,2022
1294,Seven ,2,Boy,2022
1294,Shaan ,2,Boy,2022
1294,Shahzad,2,Boy,2022
1294,Shalom,2,Boy,2022
1294,Shan ,2,Boy,2022
1294,Shaun,2,Boy,2022
1294,Shay ,2,Boy,2022
1294,Shayan,2,Boy,2022
1294,Shayn ,2,Boy,2022
1294,Shea ,2,Boy,2022
1294,Shelton,2,Boy,2022
1294,Shepard ,2,Boy,2022
1294,Shiv ,2,Boy,2022
1294,Shivaan,2,Boy,2022
1294,Shivin,2,Boy,2022
1294,Shrey ,2,Boy,2022
1294,Shreyaan ,2,Boy,2022
1294,Sian,2,Boy,2022
1294,Siddhan,2,Boy,2022
1294,Sidharth ,2,Boy,2022
1294,Siem,2,Boy,2022
1294,Simone ,2,Boy,2022
1294,Sky ,2,Boy,2022
1294,Skye ,2,Boy,2022
1294,Sohum,2,Boy,2022
1294,Somtochukwu ,2,Boy,2022
1294,Sri ,2,Boy,2022
1294,Steele ,2,Boy,2022
1294,Stephan ,2,Boy,2022
1294,Stone ,2,Boy,2022
1294,Styles ,2,Boy,2022
1294,Subeg ,2,Boy,2022
1294,Subhan,2,Boy,2022
1294,Sukhraj,2,Boy,2022
1294,Suleiman,2,Boy,2022
1294,Suleman,2,Boy,2022
1294,Syler ,2,Boy,2022
1294,Sylis ,2,Boy,2022
1294,Taaz ,2,Boy,2022
1294,Tai ,2,Boy,2022
1294,Tajveer ,2,Boy,2022
1294,Talen ,2,Boy,2022
1294,Talha,2,Boy,2022
1294,Tamilore ,2,Boy,2022
1294,Tayo ,2,Boy,2022
1294,Tayvion ,2,Boy,2022
1294,Tennyson ,2,Boy,2022
1294,Theoden ,2,Boy,2022
1294,Theodor ,2,Boy,2022
1294,Theoren ,2,Boy,2022
1294,Thijs ,2,Boy,2022
1294,Titan ,2,Boy,2022
1294,Tobin ,2,Boy,2022
1294,Toni ,2,Boy,2022
1294,Tonny ,2,Boy,2022
1294,Torben ,2,Boy,2022
1294,Trenton ,2,Boy,2022
1294,Tristen ,2,Boy,2022
1294,Trygve ,2,Boy,2022
1294,Tydus ,2,Boy,2022
1294,Tye ,2,Boy,2022
1294,Tyrese ,2,Boy,2022
1294,Udham ,2,Boy,2022
1294,Uriel ,2,Boy,2022
1294,Urijah ,2,Boy,2022
1294,Vaden ,2,Boy,2022
1294,Valen ,2,Boy,2022
1294,Vansh,2,Boy,2022
1294,Vedh,2,Boy,2022
1294,Vernon ,2,Boy,2022
1294,Viacheslav,2,Boy,2022
1294,Vien ,2,Boy,2022
1294,Vince ,2,Boy,2022
1294,Vir ,2,Boy,2022
1294,Virasat ,2,Boy,2022
1294,Vladimir ,2,Boy,2022
1294,Wahenoor ,2,Boy,2022
1294,Waleed,2,Boy,2022
1294,Warner ,2,Boy,2022
1294,Warren ,2,Boy,2022
1294,West ,2,Boy,2022
1294,Westin ,2,Boy,2022
1294,Wilfred ,2,Boy,2022
1294,Willem ,2,Boy,2022
1294,Wolf ,2,Boy,2022
1294,Wolfe ,2,Boy,2022
1294,Wylie ,2,Boy,2022
1294,Xaiden ,2,Boy,2022
1294,Xian ,2,Boy,2022
1294,Yahia,2,Boy,2022
1294,Yai ,2,Boy,2022
1294,Yamen,2,Boy,2022
1294,Yosias ,2,Boy,2022
1294,Younus,2,Boy,2022
1294,Yousif ,2,Boy,2022
1294,Yuan ,2,Boy,2022
1294,Yuri ,2,Boy,2022
1294,Yusef ,2,Boy,2022
1294,Yussef,2,Boy,2022
1294,Yuvan ,2,Boy,2022
1294,Yuvin,2,Boy,2022
1294,Zacchaeus ,2,Boy,2022
1294,Zackery ,2,Boy,2022
1294,Zahir ,2,Boy,2022
1294,Zakary ,2,Boy,2022
1294,Zakir,2,Boy,2022
1294,Zarek ,2,Boy,2022
1294,Zavion ,2,Boy,2022
1294,Zaviyaar ,2,Boy,2022
1294,Zaviyar,2,Boy,2022
1294,Zaxton ,2,Boy,2022
1294,Zayde ,2,Boy,2022
1294,Zaylen ,2,Boy,2022
1294,Zeno ,2,Boy,2022
1294,Zeppelin ,2,Boy,2022
1294,Zev ,2,Boy,2022
1294,Zhayne ,2,Boy,2022
1294,Zian ,2,Boy,2022
1294,Zidan,2,Boy,2022
1294,Zidane,2,Boy,2022
1294,Ziggy ,2,Boy,2022
1294,Ziyaan ,2,Boy,2022
1294,Ziyad ,2,Boy,2022
1294,Zohaan ,2,Boy,2022
1294,Zohaib ,2,Boy,2022
1294,Zubair ,2,Boy,2022
1294,Zubayr ,2,Boy,2022
2041,A'Mius ,1,Boy,2022
2041,Aabir ,1,Boy,2022
2041,Aad ,1,Boy,2022
2041,Aadeesh ,1,Boy,2022
2041,Aaden ,1,Boy,2022
2041,Aadhiran,1,Boy,2022
2041,Aadhithya,1,Boy,2022
2041,Aadish,1,Boy,2022
2041,Aadit,1,Boy,2022
2041,Aadr ,1,Boy,2022
2041,Aagaz ,1,Boy,2022
2041,Aahan ,1,Boy,2022
2041,Aahid,1,Boy,2022
2041,Aahnik ,1,Boy,2022
2041,Aakash,1,Boy,2022
2041,Aalok,1,Boy,2022
2041,Aamir ,1,Boy,2022
2041,Aanav,1,Boy,2022
2041,Aanay ,1,Boy,2022
2041,Aaradhya ,1,Boy,2022
2041,Aaravbir ,1,Boy,2022
2041,Aaravjot ,1,Boy,2022
2041,Aari ,1,Boy,2022
2041,Aarib,1,Boy,2022
2041,Aaridh,1,Boy,2022
2041,Aarish,1,Boy,2022
2041,Aarnik,1,Boy,2022
2041,Aaronbir ,1,Boy,2022
2041,Aarusan,1,Boy,2022
2041,Aaryaditya ,1,Boy,2022
2041,Aaryash,1,Boy,2022
2041,Aathiran,1,Boy,2022
2041,Aatman ,1,Boy,2022
2041,Aavir,1,Boy,2022
2041,Aavon,1,Boy,2022
2041,Aayan,1,Boy,2022
2041,Aayash ,1,Boy,2022
2041,Aayush,1,Boy,2022
2041,Aazhiyan,1,Boy,2022
2041,Abanob ,1,Boy,2022
2041,Abas,1,Boy,2022
2041,Abbott ,1,Boy,2022
2041,Abdelaziz,1,Boy,2022
2041,Abdelghani,1,Boy,2022
2041,Abdelrazek,1,Boy,2022
2041,Abderahmane,1,Boy,2022
2041,Abdi ,1,Boy,2022
2041,Abdiasis ,1,Boy,2022
2041,Abdiladif ,1,Boy,2022
2041,Abdillahi ,1,Boy,2022
2041,Abdirahim ,1,Boy,2022
2041,Abdirazk,1,Boy,2022
2041,Abdisa,1,Boy,2022
2041,Abdiwali ,1,Boy,2022
2041,Abdoul ,1,Boy,2022
2041,Abdul-Ahad,1,Boy,2022
2041,Abdul-Hadi,1,Boy,2022
2041,Abdul-Haq ,1,Boy,2022
2041,Abdul-Qadir,1,Boy,2022
2041,Abdul-Rahman ,1,Boy,2022
2041,Abdulhak ,1,Boy,2022
2041,Abdur ,1,Boy,2022
2041,Abdussalam ,1,Boy,2022
2041,Abdussamad ,1,Boy,2022
2041,Abe ,1,Boy,2022
2041,Abeselom ,1,Boy,2022
2041,Abhaid ,1,Boy,2022
2041,Abhay ,1,Boy,2022
2041,Abhinav,1,Boy,2022
2041,Abhir,1,Boy,2022
2041,Abhiraj ,1,Boy,2022
2041,Abhiram,1,Boy,2022
2041,Abilene ,1,Boy,2022
2041,Abiner,1,Boy,2022
2041,Abinezer ,1,Boy,2022
2041,Abiola ,1,Boy,2022
2041,Abobakr,1,Boy,2022
2041,Aboubakar,1,Boy,2022
2041,Abraar ,1,Boy,2022
2041,Abrahim,1,Boy,2022
2041,Abubakr,1,Boy,2022
2041,Abubeker ,1,Boy,2022
2041,Abyilak ,1,Boy,2022
2041,Abynabi ,1,Boy,2022
2041,Acacius ,1,Boy,2022
2041,Acker ,1,Boy,2022
2041,Adab ,1,Boy,2022
2041,Adabbir,1,Boy,2022
2041,Adabpreet ,1,Boy,2022
2041,Adabveer,1,Boy,2022
2041,Adaes ,1,Boy,2022
2041,Adama,1,Boy,2022
2041,Adamas ,1,Boy,2022
2041,Adan,1,Boy,2022
2041,Adanan,1,Boy,2022
2041,Addie,1,Boy,2022
2041,Adeel,1,Boy,2022
2041,Adejola ,1,Boy,2022
2041,Adelani ,1,Boy,2022
2041,Adeoluwa ,1,Boy,2022
2041,Adepoju ,1,Boy,2022
2041,Aderemi ,1,Boy,2022
2041,Aderotimi,1,Boy,2022
2041,Adesanya ,1,Boy,2022
2041,Adeshwar ,1,Boy,2022
2041,Adesireoluwa ,1,Boy,2022
2041,Adetoyese ,1,Boy,2022
2041,Adeyemi ,1,Boy,2022
2041,Adhie,1,Boy,2022
2041,Adhiraj,1,Boy,2022
2041,Adhiran ,1,Boy,2022
2041,Adhokshaj ,1,Boy,2022
2041,Adhvik ,1,Boy,2022
2041,Adhwik ,1,Boy,2022
2041,Adin ,1,Boy,2022
2041,Adnane ,1,Boy,2022
2041,Adolf ,1,Boy,2022
2041,Adon,1,Boy,2022
2041,Adonai ,1,Boy,2022
2041,Adonijah ,1,Boy,2022
2041,Adoniya,1,Boy,2022
2041,Adorn ,1,Boy,2022
2041,Adrhian ,1,Boy,2022
2041,Adriann ,1,Boy,2022
2041,Adrias ,1,Boy,2022
2041,Adriel-Marcus ,1,Boy,2022
2041,Adrielle ,1,Boy,2022
2041,Advait,1,Boy,2022
2041,Advaith ,1,Boy,2022
2041,Advay,1,Boy,2022
2041,Adyan,1,Boy,2022
2041,Adyanssh,1,Boy,2022
2041,Aedan ,1,Boy,2022
2041,Aerin ,1,Boy,2022
2041,Aeryn ,1,Boy,2022
2041,Aeryx ,1,Boy,2022
2041,Aethan ,1,Boy,2022
2041,Aevan,1,Boy,2022
2041,Aevir ,1,Boy,2022
2041,Aeylin ,1,Boy,2022
2041,Afaan ,1,Boy,2022
2041,Afief ,1,Boy,2022
2041,Afran ,1,Boy,2022
2041,Afraz,1,Boy,2022
2041,Aftab ,1,Boy,2022
2041,Agaadh ,1,Boy,2022
2041,Agaaz ,1,Boy,2022
2041,Agaazvir ,1,Boy,2022
2041,Agamvir ,1,Boy,2022
2041,Agazbir,1,Boy,2022
2041,Agen ,1,Boy,2022
2041,Ahamd,1,Boy,2022
2041,Ahantej,1,Boy,2022
2041,Ahdzae ,1,Boy,2022
2041,Ahemjot ,1,Boy,2022
2041,Ahil,1,Boy,2022
2041,Ahkam,1,Boy,2022
2041,Ahmadou ,1,Boy,2022
2041,Ahmadu ,1,Boy,2022
2041,Ahryn ,1,Boy,2022
2041,Ahsan,1,Boy,2022
2041,Ahyan,1,Boy,2022
2041,Ahzaab ,1,Boy,2022
2041,Ahzab ,1,Boy,2022
2041,Aian ,1,Boy,2022
2041,Aikas ,1,Boy,2022
2041,Ailyx ,1,Boy,2022
2041,Aion,1,Boy,2022
2041,Aisa ,1,Boy,2022
2041,Aithan ,1,Boy,2022
2041,Aiven ,1,Boy,2022
2041,Aiyan ,1,Boy,2022
2041,Aiziel,1,Boy,2022
2041,Aizik ,1,Boy,2022
2041,Ajaib ,1,Boy,2022
2041,Ajin,1,Boy,2022
2041,Ajindeoluwa ,1,Boy,2022
2041,Ajmal ,1,Boy,2022
2041,Akaal ,1,Boy,2022
2041,Akal ,1,Boy,2022
2041,Akash ,1,Boy,2022
2041,Akeem ,1,Boy,2022
2041,Akhand ,1,Boy,2022
2041,Akhil ,1,Boy,2022
2041,Akiech ,1,Boy,2022
2041,Akiem ,1,Boy,2022
2041,Akihiko ,1,Boy,2022
2041,Akihiro ,1,Boy,2022
2041,Akili ,1,Boy,2022
2041,Akinfolajimi ,1,Boy,2022
2041,Akinfolarin ,1,Boy,2022
2041,Akio ,1,Boy,2022
